"iso3c","date","deaths","population","cmr","deaths_baseline","deaths_baseline_lower","deaths_baseline_upper","deaths_excess","deaths_excess_lower","deaths_excess_upper","cmr_baseline","cmr_baseline_lower","cmr_baseline_upper","cmr_excess","cmr_excess_lower","cmr_excess_upper"
"USA","2000-2001",592423,16262199,3642.8,,,,,,,,,,,,
"USA","2001-2002",578439,16207694,3568.8,,,,,,,,,,,,
"USA","2002-2003",562798,16138308,3487.1,,,,,,,,,,,,
"USA","2003-2004",551727,16062225,3435,,,,,,,,,,,,
"USA","2004-2005",534681,16074732,3326.3,,,,,,,,,,,,
"USA","2005-2006",518432,16104807,3219.2,,,,,,,,,,,,
"USA","2006-2007",506788,16163561,3135.7,,,,,,,,,,,,
"USA","2007-2008",505690,16302866,3102.3,,,,,,,,,,,,
"USA","2008-2009",491776,16491341,2982.5,,,,,,,,,,,,
"USA","2009-2010",489792,16743743,2925.9,,,,,,,,,,,,
"USA","2010-2011",495719,17128384,2895.1,,,,,,,,,,,,
"USA","2011-2012",491939,17708159,2779.2,,,,,,,,,,,,
"USA","2012-2013",516660,18451872,2801.6,,,,,,,,,,,,
"USA","2013-2014",524447,19117942,2744,,,,,,,,,,,,
"USA","2014-2015",549132,19712470,2786.7,542581,524050,561113,6551,25082,-11981,2761.8,2701.64,2821.96,24.9,85.06,-35.26
"USA","2015-2016",553885,20521498,2701,563447,546743,580152,-9562,7142,-26267,2727.01,2672.78,2781.24,-26.01,28.22,-80.24
"USA","2016-2017",582814,21796439,2675.3,584314,568265,600363,-1500,14549,-17549,2692.22,2640.12,2744.32,-16.92,35.18,-69.02
"USA","2017-2018",610664,22887468,2669.7,605180,588475,621884,5484,22189,-11220,2657.43,2603.2,2711.66,12.27,66.5,-41.96
"USA","2018-2019",625073,23785509,2628.4,626046,607514,644578,-973,17559,-19505,2622.64,2562.48,2682.8,5.76,65.92,-54.4
"USA","2019-2020",711027,24424395,2910.3,646912,625681,668143,64115,85346,42884,2587.85,2518.93,2656.77,322.45,391.37,253.53
"USA","2020-2021",808895,25319890,3196.7,667778,643263,692293,141117,165632,116602,2553.06,2473.48,2632.64,643.64,723.22,564.06
"USA","2021-2022",785155,26211967,2998.2,688644,660463,716825,96511,124692,68330,2518.27,2426.78,2609.76,479.93,571.42,388.44
"USA-AK","2000-2001",641,17602,3644,,,,,,,,,,,,
"USA-AK","2001-2002",621,18003,3451.4,,,,,,,,,,,,
